date,amb_hdln_yoy,dem_hdln_yoy,sup_hdln_yoy,dem_hdln_mom,sup_hdln_mom,amb_hdln_mom,amb_core_yoy,dem_core_yoy,sup_core_yoy,dem_core_mom,sup_core_mom,amb_core_mom
2007m2,.52,1.12,.73,.09,.18,.04,.41,.9,1.24,.08,.1,.04
2007m3,.73,1.13,.6900000000000001,.04,.09,.24,.42,.88,1.07,.04,.02,.04
2007m4,.7000000000000001,.84,.79,.02,.23,-.01,.4,.77,1.04,.03,.13,-.01
2007m5,.68,.84,.8300000000000001,.04,.24,.01,.38,.77,.93,.03,.07,.01
2007m6,.63,.87,.8100000000000001,.06,.12,.03,.35,.78,.87,.06,.07,.04
2007m7,.65,.63,.84,.08,.03,.04,.37,.77,.9,.08,.03,.04
2007m8,.47,.66,.74,.1,-.03,0,.29,.8100000000000001,.88,.09,.05,.01
2007m9,.51,.74,1.27,.19,.14,.05,.31,.77,1.02,.1,.15,.02
2007m10,.55,1.1,1.41,.12,.14,.05,.35,.76,1.07,.11,.1,.06
2007m11,.93,1.2,1.44,.07,.11,.35,.46,.75,1.12,.01,.13,.06
2007m12,.9,.88,1.67,.02,.17,.04,.43,.6,1.37,-.03,.19,.04
2008m1,.86,.85,1.65,.02,.22,.02,.39,.6,1.2,.02,.16,.02
2008m2,.79,.8,1.66,.03,.2,-.03,.32,.53,1.22,.01,.12,-.03
2008m3,.61,.8,1.76,.04,.19,.06,.34,.47,1.36,-.02,.15,.06
2008m4,.73,.86,1.53,.07,0,.11,.44,.51,1.13,.07,-.1,.08
2008m5,.71,.93,1.62,.11,.34,-.01,.41,.55,1.18,.08,.12,-.02
2008m6,.72,.9,2.17,.04,.66,.04,.42,.52,1.27,.03,.16,.05
2008m7,.67,.85,2.6,.03,.45,-.01,.36,.48,1.4,.04,.16,-.02
2008m8,.71,.55,2.72,-.21,.09,.04,.39,.4,1.42,.02,.06,.05
2008m9,.68,.31,2.68,-.04,.1,.02,.41,.28,1.35,-.02,.09,.04
2008m10,.63,.12,1.94,-.07,-.58,0,.35,.09,1.19,-.08,-.06,0
2008m11,.29,-.02,.68,-.06,-1.13,.01,.3,0,1.1,-.09,.04,.01
2008m12,.29,-.59,.46,-.55,-.05,.04,.31,-.02,.86,-.05,-.05,.05
2009m1,.21,-.52,.24,.09,0,-.07,.2,.06,.65,.1,-.04,-.08
2009m2,.27,-.4,.04,.15,0,.04,.28,.1,.52,.04,-.01,.05
2009m3,.2,-.66,-.02,-.21,.13,-.02,.24,0,.54,-.11,.17,.02
2009m4,.1,-.72,.09,.02,.11,.02,.19,-.03,.79,.03,.16,.04
2009m5,.12,-.8100000000000001,-.17,.02,.08,.01,.26,-.08,.67,.03,0,.05
2009m6,.11,-.8100000000000001,-.29,.04,.54,.03,.24,-.08,.59,.03,.07,.03
2009m7,.13,-.8300000000000001,-.74,.01,-.01,.01,.27,-.06,.44,.06,.02,.01
2009m8,.25,-.58,-.75,.05,.08,.17,.23,-.02,.46,.05,.08,.01
2009m9,.29,-.49,-.79,.05,.06,.06,.26,.05,.44,.05,.07,.06
2009m10,.33,-.29,.01,.13,.21,.04,.3,.27,.7000000000000001,.13,.2,.04
2009m11,.37,-.07,1.2,.15,.06,.05,.35,.39,.67,.03,0,.06
2009m12,.33,.52,1.27,.03,.02,0,.32,.46,.76,.02,.04,.02
2010m1,.42,.59,1.31,.16,.03,.02,.43,.46,.8300000000000001,.1,.03,.03
2010m2,.3,.52,1.32,.07,.01,-.08,.37,.49,.86,.07,.02,-.01
2010m3,.41,.76,1.22,.02,.03,.09,.45,.63,.7000000000000001,.03,.02,.1
2010m4,.4,.8100000000000001,1.08,.07,-.02,.01,.41,.67,.53,.08,-.02,0
2010m5,.39,.8100000000000001,1.03,.02,.02,-.01,.36,.65,.63,.01,.1,0
2010m6,.36,.72,.5,-.05,.01,0,.33,.65,.59,.02,.03,0
2010m7,.34,.8,.51,.08,.01,0,.3,.6,.5700000000000001,.01,0,-.01
2010m8,.2,.79,.51,.04,.08,.02,.31,.59,.52,.05,.03,.02
2010m9,.15,.8,.48,.06,.03,.01,.26,.55,.5,.01,.04,.01
2010m10,.12,.88,.38,.21,.11,.01,.22,.46,.4,.04,.11,.01
2010m11,.11,.9,.31,.17,-.01,.04,.2,.53,.4,.1,0,.03
2010m12,.13,.92,.43,.05,.15,.03,.2,.54,.32,.03,-.03,.03
2011m1,.15,.92,.5,.16,.1,.04,.22,.52,.39,.08,.09,.05
2011m2,.29,.9500000000000001,.61,.11,.12,.06,.23,.5,.49,.06,.12,0
2011m3,.24,1.18,.6900000000000001,.25,.11,.05,.17,.55,.49,.08,.03,.05
2011m4,.27,1.15,1.06,.05,.35,.03,.2,.53,.67,.05,.15,.03
2011m5,.35,1.17,1.23,.04,.19,.08,.29,.5700000000000001,.66,.05,.1,.09
2011m6,.38,1.26,1.13,.04,-.09,.03,.34,.59,.66,.05,.02,.04
2011m7,.45,1.24,1.17,.06,.04,.07,.42,.6,.71,.02,.06,.07
2011m8,.49,1.21,1.27,.01,.17,.05,.41,.5700000000000001,.86,.01,.18,.01
2011m9,.53,1.17,1.31,.02,.07,.05,.41,.58,.86,.02,.04,.01
2011m10,.52,.99,1.17,.03,-.03,.01,.41,.58,.76,.04,.01,.01
2011m11,.54,.87,1.28,.05,.1,.05,.4,.55,.87,.08,.11,.02
2011m12,.53,.88,1.11,.06,-.02,.02,.4,.61,.96,.08,.06,.03
2012m1,.62,.89,1.05,.18,.04,.13,.43,.72,.91,.18,.04,.08
2012m2,.6,.9500000000000001,.9500000000000001,.17,.02,.04,.48,.74,.8100000000000001,.07,.03,.04
2012m3,.61,.77,.92,.06,.08,.05,.46,.71,.88,.06,.09,.03
2012m4,.62,.72,.67,-.01,.11,.04,.47,.64,.86,-.02,.13,.04
2012m5,.58,.71,.31,.03,-.17,.04,.43,.63,.77,.05,.01,.04
2012m6,.42,.72,.41,.06,.01,-.12,.41,.64,.78,.06,.03,.02
2012m7,.36,.59,.46,-.07,.1,.01,.34,.6,.84,-.02,.12,.01
2012m8,.33,.86,.33,.27,.04,.03,.34,.61,.6900000000000001,.02,.03,.01
2012m9,.31,.91,.47,.07,.22,.02,.36,.66,.68,.07,.03,.03
2012m10,.38,.89,.71,.01,.21,.08,.4,.63,.86,.01,.18,.05
2012m11,.38,.67,.65,-.16,.04,.06,.42,.59,.77,.04,.03,.04
2012m12,.4,.53,.71,-.08,.04,.04,.42,.52,.75,.01,.04,.02
2013m1,.28,.43,.78,.08,.11,.01,.34,.42,.8300000000000001,.08,.12,0
2013m2,.26,.54,.8100000000000001,.29,.05,.02,.32,.39,.86,.04,.05,.02
2013m3,.22,.49,.5700000000000001,.01,-.16,.02,.31,.35,.8200000000000001,.02,.06,.02
2013m4,.18,.31,.58,-.2,.11,-.01,.27,.33,.79,-.04,.1,0
2013m5,.14,.33,.77,.06,.02,0,.23,.33,.8300000000000001,.05,.06,.01
2013m6,.33,.31,.88,.04,.12,.07,.28,.31,.87,.03,.06,.08
2013m7,.37,.4,.8300000000000001,.02,.05,.05,.33,.34,.8200000000000001,.01,.06,.06
2013m8,.4,.17,.85,.04,.06,.06,.33,.36,.84,.04,.06,.01
2013m9,.38,.14,.64,.04,0,0,.31,.33,.89,.04,.08,0
2013m10,.33,.19,.48,.06,.05,.03,.3,.38,.78,.06,.07,.04
2013m11,.31,.37,.53,.02,.09,.04,.29,.37,.85,.03,.1,.04
2013m12,.35,.51,.54,.06,.04,.08,.28,.42,.85,.06,.04,0
2014m1,.35,.55,.52,.11,.09,.01,.29,.35,.8100000000000001,.02,.08,.01
2014m2,.33,.3,.49,.04,.02,-.01,.3,.34,.76,.03,0,.03
2014m3,.35,.32,.75,.03,.1,.04,.32,.34,.79,.02,.08,.04
2014m4,.42,.58,.68,.07,.04,.06,.37,.46,.75,.07,.06,.04
2014m5,.45,.5700000000000001,.76,.04,.1,.03,.4,.42,.8100000000000001,.01,.13,.03
2014m6,.42,.5600000000000001,.68,.03,.05,.03,.35,.42,.8,.04,.05,.03
2014m7,.35,.63,.7000000000000001,.09,.07,-.02,.3,.51,.8,.1,.06,.01
2014m8,.24,.67,.61,.08,-.04,-.05,.3,.58,.67,.1,-.07,0
2014m9,.17,.7000000000000001,.64,.07,.04,-.07,.31,.62,.63,.09,.03,.02
2014m10,.16,.6900000000000001,.49,.05,-.09,.01,.28,.64,.5600000000000001,.08,0,.01
2014m11,.11,.71,.29,.03,-.12,-.01,.23,.65,.52,.04,.06,-.01
2014m12,.04,.74,-.02,.09,-.26,0,.21,.6900000000000001,.46,.1,-.02,-.01
2015m1,.03,.64,-.6,.02,-.5,.01,.21,.6900000000000001,.32,.02,-.06,.01
2015m2,.07,.73,-.59,.13,.03,.03,.2,.71,.37,.05,.04,.02
2015m3,.07,.73,-.5700000000000001,.03,.12,.04,.21,.75,.33,.06,.04,.06
2015m4,.03,.67,-.5700000000000001,.01,.04,.03,.2,.74,.36,.07,.09,.03
2015m5,.03,.8300000000000001,-.65,.2,.02,.03,.2,.79,.26,.06,.03,.03
2015m6,.01,.88,-.6,.08,.1,.02,.19,.84,.23,.08,.02,.02
2015m7,.03,.8100000000000001,-.6,.02,.06,.01,.18,.77,.24,.03,.07,0
2015m8,.09,.76,-.58,.02,-.02,0,.18,.7000000000000001,.35,.04,.04,0
2015m9,.18,.74,-.8300000000000001,.05,-.21,.03,.18,.68,.38,.06,.06,.02
2015m10,.17,.7000000000000001,-.75,.02,-.02,0,.17,.62,.39,.02,.01,0
2015m11,.21,.67,-.61,0,.03,.03,.22,.59,.39,.01,.06,.04
2015m12,.24,.5,-.38,-.08,-.03,.03,.27,.53,.4,.03,0,.03
2016m1,.24,.55,.09,.07,-.03,.01,.27,.59,.55,.08,.1,.01
2016m2,.25,.46,-.06,.04,-.13,.04,.29,.58,.59,.04,.08,.05
2016m3,.21,.58,-.09,.15,.09,0,.23,.58,.66,.05,.1,-.01
2016m4,.21,.71,.02,.14,.16,.03,.23,.55,.75,.04,.17,.03
2016m5,.29,.58,0,.07,0,.1,.28,.5600000000000001,.74,.07,.03,.08
2016m6,.28,.54,.04,.04,.13,.01,.27,.53,.77,.05,.05,.01
2016m7,.29,.53,-.03,.01,-.01,.02,.28,.52,.8100000000000001,.02,.11,.02
2016m8,.31,.55,.06,.04,.08,.02,.31,.53,.87,.04,.11,.03
2016m9,.3,.58,.36,.08,.09,.02,.31,.48,.91,.02,.09,.03
2016m10,.33,.61,.52,.04,.13,.03,.35,.5,.9500000000000001,.04,.05,.04
2016m11,.31,.62,.49,.02,0,.01,.33,.53,.88,.04,-.01,.02
2016m12,.29,.84,.55,.13,.03,.01,.32,.5600000000000001,.9,.07,.02,.03
2017m1,.31,.86,.85,.08,.28,.03,.35,.5700000000000001,.96,.09,.15,.03
2017m2,.29,.86,1.07,.04,.08,.01,.3,.5700000000000001,1.01,.04,.13,.01
2017m3,.26,.76,.91,.05,-.06,-.03,.31,.58,.8100000000000001,.06,-.09,0
2017m4,.26,.63,.9,.01,.15,.03,.31,.55,.8,.02,.16,.03
2017m5,.09,.5600000000000001,.9400000000000001,0,.03,-.07,.28,.47,.8200000000000001,-.01,.04,.05
2017m6,.09,.59,.8100000000000001,.07,0,.01,.31,.52,.77,.09,.01,.04
2017m7,.08,.54,.89,-.03,.07,0,.29,.46,.78,-.04,.11,0
2017m8,.03,.59,.97,.1,.15,-.02,.23,.52,.71,.11,.04,-.03
2017m9,.28,.5700000000000001,.93,.06,.06,.27,.2,.5600000000000001,.68,.06,.07,0
2017m10,.18,.54,.99,.01,.19,-.07,.19,.53,.85,.01,.22,.02
2017m11,.18,.58,1.06,.07,.07,.02,.19,.5600000000000001,.8200000000000001,.07,-.04,.02
2017m12,.17,.54,1.07,.09,.05,.01,.17,.58,.85,.09,.06,.01
2018m1,.19,.58,1.01,.12,.22,.05,.19,.6,.86,.11,.16,.06
2018m2,.24,.61,1.01,.08,.08,.06,.25,.67,.75,.11,.02,.06
2018m3,.21,.5700000000000001,1.24,0,.17,-.06,.27,.62,1.04,.01,.2,.02
2018m4,.19,.65,1.22,.1,.13,.02,.25,.64,1.01,.03,.14,.02
2018m5,.3,.77,1.21,.11,.02,.04,.25,.73,1.01,.08,.05,.05
2018m6,.35,.74,1.2,.04,-.01,.06,.28,.6900000000000001,.98,.05,-.02,.06
2018m7,.4,.8,1.15,.03,.03,.05,.34,.76,.91,.03,.04,.06
2018m8,.46,.71,1.03,.01,.03,.03,.41,.66,.85,.01,-.03,.04
2018m9,.19,.72,1.11,.06,.14,.01,.4,.63,.9400000000000001,.03,.16,0
2018m10,.29,.75,1.03,.04,.12,.02,.41,.63,.84,.02,.12,.03
2018m11,.26,.62,1.07,-.06,.1,-.01,.38,.63,1,.08,.12,0
2018m12,.33,.46,1.09,-.07,.07,.07,.44,.45,1.15,-.09,.2,.07
2019m1,.3,.4,.74,.06,-.14,.03,.42,.41,1.02,.07,.03,.04
2019m2,.23,.46,.72,.14,.06,-.01,.34,.35,1.06,.05,.06,-.01
2019m3,.36,.53,.64,.08,.09,.06,.4,.41,.8200000000000001,.06,-.04,.07
2019m4,.36,.67,.55,.23,.04,.02,.4,.48,.77,.1,.08,.02
2019m5,.35,.53,.61,-.03,.08,.02,.37,.4,.8100000000000001,0,.09,.01
2019m6,.25,.5700000000000001,.63,.08,.01,-.04,.38,.44,.85,.1,.02,.07
2019m7,.22,.5700000000000001,.6900000000000001,.03,.09,.02,.34,.43,.87,.02,.07,.03
2019m8,.22,.59,.64,.03,-.02,.04,.35,.47,.9400000000000001,.04,.03,.04
2019m9,.23,.58,.5,.05,0,.02,.39,.5,.76,.06,-.02,.04
2019m10,.24,.5600000000000001,.52,.01,.14,.03,.4,.5,.74,.02,.1,.04
2019m11,.29,.67,.43,.06,.02,.04,.44,.48,.6,.05,-.03,.04
2019m12,.3,.8300000000000001,.47,.09,.1,.09,.4,.67,.5,.1,.11,.02
2020m1,.3,.8200000000000001,.72,.05,.11,.02,.38,.67,.5700000000000001,.07,.1,.02
2020m2,.31,.61,.8100000000000001,-.06,.16,0,.39,.67,.67,.05,.16,0
2020m3,.25,.13,.8,-.41,.07,.01,.33,.39,.79,-.22,.08,.01
2020m4,.23,-.8,1.01,-.6900000000000001,.25,0,.3,-.13,.79,-.42,.08,-.01
2020m5,.34,-.8300000000000001,.99,-.06,.06,.13,.35,-.16,.77,-.03,.08,.07
2020m6,.45,-.88,1.2,.04,.22,.07,.36,-.21,.79,.04,.04,.08
2020m7,.43,-.79,1.3,.11,.18,.01,.37,-.11,.92,.13,.2,.04
2020m8,.55,-.78,1.41,.05,.09,.15,.47,-.09,.99,.06,.1,.14
2020m9,.5600000000000001,-.76,1.5,.07,.09,.03,.48,-.09,1.07,.06,.06,.05
2020m10,.58,-.8200000000000001,1.45,-.05,.1,.05,.49,-.17,1.07,-.06,.11,.05
2020m11,.62,-.8100000000000001,1.41,.07,-.03,.07,.54,-.15,1.06,.07,-.04,.08
2020m12,.6900000000000001,-.66,1.34,.24,.03,.16,.54,-.02,.97,.23,.02,.03
2021m1,.93,-.63,1.32,.08,.09,.26,.7000000000000001,.01,.98,.1,.1,.18
2021m2,1.18,-.54,1.22,.03,.06,.25,.87,-.04,.88,-.01,.06,.17
2021m3,1.22,.16,1.34,.28,.2,.05,.9,.5,.85,.33,.06,.04
2021m4,1.31,1.1,1.31,.24,.22,.08,1.01,1.2,1.01,.28,.24,.09
2021m5,1.33,1.36,1.44,.2,.18,.16,1.09,1.41,1.12,.19,.19,.15
2021m6,1.24,1.54,1.58,.22,.36,-.02,.99,1.53,1.45,.16,.36,-.03
2021m7,1.3,1.58,1.64,.15,.24,.06,1.02,1.57,1.43,.17,.19,.06
2021m8,1.19,1.65,1.79,.12,.23,.04,.86,1.6,1.59,.09,.26,-.01
2021m9,1.34,1.61,1.82,.03,.12,.18,.87,1.56,1.67,.02,.14,.06
2021m10,1.48,1.94,1.94,.28,.21,.19,.91,1.91,1.68,.29,.12,.1
2021m11,1.47,2.26,2.2,.38,.23,.06,.9,2.13,1.92,.28,.19,.07
2021m12,1.39,2.22,2.53,.2,.35,.08,.97,2.09,2.2,.2,.31,.09
2022m1,1.27,2.13,2.85,-.01,.41,.14,.96,1.93,2.5,-.06,.4,.17
2022m2,1.07,2.36,3.09,.25,.3,.05,.85,2.1,2.67,.16,.23,.06
2022m3,1.05,2.62,3.22,.54,.33,.03,.84,1.96,2.81,.18,.19,.03
2022m4,1.08,2.47,3.1,.1,.1,.11,.88,1.84,2.64,.16,.07,.13
2022m5,.98,2.67,3.1,.39,.19,.05,.79,1.81,2.59,.16,.14,.06
2022m6,1.09,2.72,3.36,.27,.62,.1,.92,1.96,2.42,.3,.19,.1
2022m7,.8200000000000001,2.81,3.08,.24,-.03,-.21,.9500000000000001,1.98,2.17,.19,-.06,.1
2022m8,.86,2.84,2.9,.16,.05,.08,.99,2.07,2.27,.18,.36,.03
2022m9,.68,2.84,3.1,.03,.32,.01,.9400000000000001,2.18,2.44,.12,.31,.01
2022m10,.64,2.77,3.01,.2,.12,.14,1.01,1.99,2.42,.11,.09,.16
2022m11,.59,2.51,2.9,.13,.12,.01,.97,1.85,2.35,.14,.12,.03
2022m12,.59,2.22,2.69,-.09,.15,.08,.9400000000000001,1.76,2.23,.1,.19,.06
2023m1,.44,2.53,2.53,.3,.26,-.01,.76,2.04,2.09,.23,.26,-.01
2023m2,.41,2.35,2.43,.08,.2,.02,.73,2,2.08,.12,.21,.03
2023m3,.42,1.84,2.19,.03,.09,.03,.85,1.86,2.03,.04,.14,.15
2023m4,.35,1.94,2.19,.2,.1,.05,.77,1.9,2.06,.2,.11,.05
2023m5,.24,1.63,2.13,.09,.13,-.05,.74,1.86,2.08,.11,.16,.03
2023m6,.18,1.56,1.55,.2,.04,.03,.67,1.74,1.92,.19,.03,.03
2023m7,.5,1.31,1.59,-.01,.02,.11,.71,1.55,2,-.01,.02,.14
2023m8,.46,1.36,1.61,.21,.06,.03,.7000000000000001,1.4,1.7,.03,.06,.02
2023m9,.58,1.44,1.42,.11,.14,.13,.84,1.31,1.51,.04,.13,.14
2023m10,.45,1.26,1.31,.02,.01,.02,.6900000000000001,1.35,1.41,.15,-.01,.02
2023m11,.47,1.18,1.12,.05,-.07,.03,.68,1.28,1.32,.07,.03,.02
2023m12,.4,1.32,1.05,.05,.08,.01,.62,1.27,1.22,.09,.09,0
2024m1,.47,1.13,1.1,.11,.3,.06,.7000000000000001,1.16,1.29,.12,.33,.08
2024m2,.44,1.11,1.15,.06,.25,-.01,.66,1.1,1.3,.06,.23,-.02
2024m3,.53,1.29,1.11,.2,.04,.12,.65,1.26,1.22,.2,.06,.14
2024m4,.58,1.12,1.13,.04,.12,.1,.65,1.1,1.26,.04,.14,.06
2024m5,.63,1.14,.89,.11,-.1,0,.63,1.12,1.04,.13,-.06,.01
2024m6,.67,.98,.91,.04,.06,.06,.66,1.03,1.08,.11,.07,.06
2024m7,.55,1.08,.97,.09,.08,0,.52,1.15,1.14,.11,.09,0
2024m8,.5700000000000001,.87,.98,0,.07,.05,.5600000000000001,1.12,1.2,0,.11,.07
2024m9,.46,1.01,.8,.25,-.04,.02,.43,1.34,1.08,.25,.01,.02
2024m10,.54,1.05,.9,.06,.11,.1,.52,1.27,1.2,.09,.11,.1
2024m11,.55,1.06,.99,.06,.02,.04,.53,1.28,1.18,.07,.01,.03
2024m12,.6,1.26,.87,.25,-.03,.05,.59,1.35,1.06,.16,-.04,.06
2025m1,.5700000000000001,1.2,.84,.06,.27,.03,.54,1.27,.97,.05,.24,.03
2025m2,.6,1.34,.76,.2,.18,.03,.61,1.43,.92,.22,.18,.05
2025m3,.4,1.21,.76,.06,.04,-.08,.53,1.29,.86,.06,0,.05
2025m4,.28,1.27,.74,.1,.1,-.02,.46,1.34,.8100000000000001,.1,.1,0
2025m5,.24,1.22,.99,.07,.15,-.03,.48,1.3,1.01,.08,.13,.02
2025m6,.26,1.36,.97,.17,.04,.07,.49,1.35,.97,.16,.03,.07
2025m7,.29,1.33,.98,.06,.08,.03,.52,1.35,.99,.12,.1,.03
2025m8,.38,1.47,.9,.14,-.01,.14,.58,1.47,.86,.12,-.01,.12
2025m9,.41,1.36,1.01,.14,.07,.05,.59,1.3,.93,.08,.08,.03
2025m10,.48,1.31,.92,.01,.02,.17,.68,1.24,.84,.03,.02,.18
2025m11,.48,1.33,1.01,.08,.11,.04,.68,1.2,.9500000000000001,.04,.12,.03
2025m12,.49,1.14,1.25,.07,.2,.07,.6900000000000001,1.09,1.18,.05,.2,.08
2026m1,.42,1.22,1.23,.14,.26,-.04,.68,1.21,1.22,.16,.28,.01
2026m2,.49,1.14,1.24,.12,.19,.1,.72,1.09,1.24,.1,.21,.1
2026m3,.7000000000000001,1.55,1.28,.46,.08,.13,.8200000000000001,1.14,1.29,.11,.04,.15
2026m4,.85,1.56,1.37,.11,.18,.12,.8200000000000001,1.13,1.36,.09,.17,0
2026m5,1.02,1.61,1.42,.12,.2,.14,.96,1.17,1.27,.12,.04,.16
