time_month,dem_contr_y_head,sup_contr_y_head,dem_contr_m_head,sup_contr_m_head,dem_contr_y_core,sup_contr_y_core,dem_contr_m_core,sup_contr_m_core
1998m1,.59,.48,.06,-.01,.8200000000000001,.7000000000000001,.1,.05
1998m2,.45,.36,-.03,-.02,.75,.64,.05,.04
1998m3,.43,.29,.01,0,.79,.47,.09,.01
1998m4,.44,.29,.13,-.01,.8,.45,.15,.03
1998m5,.61,.32,.06,.08,.86,.41,.07,.03
1998m6,.66,.05,.08,-.15,.86,.14,.06,-.18
1998m7,.73,.18,.16,.09,.92,.29,.17,.12
1998m8,.71,.24,.06,.08,.93,.52,.08,.12
1998m9,.68,-.01,.08,-.13,.9500000000000001,.28,.09,-.1
1998m10,.77,-.02,.14,.08,1.06,.22,.16,.04
1998m11,.79,-.03,.03,-.02,1.1,.17,.05,-.03
1998m12,.79,.09,.01,.09,1.14,.25,.07,.11
1999m1,.79,.18,.07,.08,1.08,.31,.04,.11
1999m2,.85,.12,.03,-.08,1.06,.21,.04,-.06
1999m3,.87,.17,.03,.05,1,.2,.03,.01
1999m4,1.12,.27,.39,.1,1,.27,.15,.11
1999m5,1.1,.22,.04,.02,.97,.3,.04,.06
1999m6,1.08,.35,.06,-.03,.97,.47,.06,-.01
1999m7,1.16,.29,.23,.04,.9500000000000001,.39,.15,.03
1999m8,1.18,.31,.08,.1,.9400000000000001,.25,.07,-.02
1999m9,1.23,.67,.13,.23,.9500000000000001,.52,.1,.17
1999m10,1.21,.64,.11,.06,.9,.54,.11,.06
1999m11,1.25,.6900000000000001,.07,.02,.93,.59,.07,.02
1999m12,1.4,.66,.16,.07,.92,.55,.06,.07
2000m1,1.51,.67,.18,.09,1.01,.55,.14,.1
2000m2,1.58,.98,.1,.22,1.06,.68,.08,.07
2000m3,1.69,1.21,.14,.29,1.17,.73,.15,.06
2000m4,1.24,1.1,-.06,-.02,.93,.77,-.08,.15
2000m5,1.2,1.16,0,.08,.91,.8,.02,.09
2000m6,1.15,1.52,.01,.33,.8,.9400000000000001,-.05,.13
2000m7,.99,1.67,.07,.18,.71,1.08,.05,.18
2000m8,.91,1.56,0,-.01,.64,1.23,0,.13
2000m9,.9,1.64,.12,.32,.63,1.21,.09,.16
2000m10,.75,1.76,-.04,.17,.5,1.31,-.01,.15
2000m11,.72,1.85,.04,.11,.46,1.43,.03,.15
2000m12,.66,1.84,.1,.06,.46,1.41,.05,.05
2001m1,.59,2.15,.11,.4,.4,1.6,.08,.3
2001m2,.49,2.1,0,.17,.35,1.68,.04,.14
2001m3,.34,1.83,-.01,.03,.21,1.73,0,.1
2001m4,.37,2.07,-.03,.21,.28,1.75,-.01,.17
2001m5,.32,2.31,-.05,.32,.21,1.75,-.06,.08
2001m6,.29,2.18,-.03,.21,.27,1.83,.02,.21
2001m7,.31,1.87,.09,-.12,.3,1.82,.08,.17
2001m8,.3,1.86,0,-.01,.34,1.7,.04,.01
2001m9,-.31,1.68,-.49,.14,-.51,1.73,-.77,.19
2001m10,-.17,1.77,.1,.26,-.37,2.16,.14,.58
2001m11,-.14,1.53,.07,-.13,-.3,2.13,.09,.11
2001m12,-.39,1.51,-.15,.05,-.41,2.16,-.05,.08
2002m1,-.43,1.13,.07,.02,-.39,1.83,.09,-.03
2002m2,-.43,1.13,0,.17,-.42,1.87,.01,.18
2002m3,-.36,1.32,.06,.22,-.37,1.82,.06,.06
2002m4,-.22,1.41,.12,.3,-.23,1.81,.12,.16
2002m5,-.15,1.15,.01,.05,-.18,1.84,0,.12
2002m6,-.13,1.06,0,.12,-.17,1.77,.02,.14
2002m7,-.11,1.3,.11,.11,-.16,1.71,.09,.12
2002m8,-.02,1.42,.09,.11,-.13,1.83,.07,.13
2002m9,.5,1.44,.03,.16,.66,1.79,.02,.14
2002m10,.46,1.31,.06,.13,.5700000000000001,1.25,.04,.05
2002m11,.43,1.5,.05,.06,.49,1.22,.02,.08
2002m12,.59,1.55,0,.1,.55,1.23,.01,.09
2003m1,.51,1.85,-.01,.31,.43,1.36,-.03,.1
2003m2,.8300000000000001,1.78,.33,.1,.49,1.25,.06,.08
2003m3,.88,1.73,.1,.17,.5700000000000001,1.22,.14,.03
2003m4,.62,1.4,-.14,-.03,.52,1.09,.08,.04
2003m5,.44,1.41,-.17,.06,.61,1.04,.09,.06
2003m6,.51,1.32,.07,.04,.66,.89,.07,-.01
2003m7,.63,1.28,.22,.07,.73,.87,.16,.1
2003m8,.78,1.26,.25,.09,.67,.84,.01,.1
2003m9,1,1.17,.24,.08,.7000000000000001,.78,.06,.08
2003m10,.9500000000000001,1.05,.01,0,.68,.91,.01,.17
2003m11,.96,1.06,.06,.07,.74,.88,.08,.06
2003m12,1.01,1.13,.06,.17,.78,.87,.05,.08
2004m1,1.28,.9500000000000001,.26,.13,.89,.9400000000000001,.09,.17
2004m2,1.03,.98,.08,.13,.9,.96,.07,.09
2004m3,1.03,.87,.1,.06,.86,1.01,.09,.07
2004m4,1.14,1.11,-.03,.21,.8100000000000001,1.2,.04,.23
2004m5,1.51,1.18,.2,.13,.8,1.2,.07,.06
2004m6,1.61,1.26,.17,.12,.78,1.32,.05,.11
2004m7,1.44,1.23,.05,.04,.71,1.26,.09,.03
2004m8,1.22,1.16,.03,.02,.72,1.17,.02,.02
2004m9,1.02,1.24,.04,.16,.72,1.23,.05,.14
2004m10,1.25,1.42,.25,.18,.77,1.21,.07,.15
2004m11,1.33,1.6,.13,.25,.8,1.26,.11,.11
2004m12,1.27,1.5,-.01,.07,.8,1.26,.04,.09
2005m1,1.12,1.4,.11,.02,.84,1.33,.13,.23
2005m2,1.11,1.47,.07,.21,.84,1.33,.08,.09
2005m3,1.1,1.64,.08,.22,.78,1.48,.03,.22
2005m4,1.23,1.61,.1,.18,.79,1.33,.04,.08
2005m5,1.07,1.5,.04,.01,.75,1.43,.04,.17
2005m6,.9500000000000001,1.4,.05,.02,.75,1.34,.05,.02
2005m7,1.2,1.48,.31,.12,.7000000000000001,1.42,.04,.11
2005m8,1.52,1.51,.34,.06,.71,1.44,.03,.05
2005m9,1.54,2.28,.06,.92,.71,1.48,.05,.17
2005m10,1.43,2.12,.14,.02,.79,1.47,.14,.15
2005m11,.9,2.04,-.39,.18,.8,1.5,.12,.14
2005m12,.9400000000000001,1.95,.02,-.02,.85,1.42,.1,.01
2006m1,.9400000000000001,2.32,.11,.38,.85,1.29,.12,.1
2006m2,.98,2.06,.11,-.05,.89,1.25,.12,.04
2006m3,.93,2,.03,.16,.92,1.24,.06,.22
2006m4,1.16,1.95,.32,.14,1.01,1.34,.14,.17
2006m5,1.15,2.17,.04,.23,1.03,1.37,.05,.2
2006m6,1.18,2.33,.07,.17,1.05,1.54,.07,.18
2006m7,1.22,2.21,.34,0,1.11,1.43,.1,0
2006m8,1.08,2.26,.21,.11,1.18,1.49,.1,.1
2006m9,1.14,.9400000000000001,.12,-.38,1.26,1.34,.14,.02
2006m10,.76,.93,-.24,.01,1.24,1.25,.12,.07
2006m11,1.11,.8200000000000001,-.04,.07,1.11,1.17,-.01,.06
2006m12,1.45,.84,.36,0,1.15,1.17,.14,0
2007m1,1.43,.6900000000000001,.1,.24,1.1,1.39,.08,.33
2007m2,1.41,.96,.09,.22,1.06,1.49,.08,.14
2007m3,1.45,1.1,.07,.3,1.08,1.3,.08,.03
2007m4,1.12,1.2,-.01,.24,.9400000000000001,1.27,0,.14
2007m5,1.12,1.23,.04,.25,.92,1.16,.04,.08
2007m6,1.12,1.19,.08,.14,.92,1.07,.07,.09
2007m7,.9,1.22,.13,.03,.92,1.12,.1,.05
2007m8,.79,1.08,.1,-.04,.92,1.07,.09,.06
2007m9,.88,1.64,.21,.17,.89,1.21,.12,.16
2007m10,1.25,1.82,.12,.18,.89,1.3,.11,.15
2007m11,1.39,2.17,.11,.42,.9400000000000001,1.39,.05,.15
2007m12,1.09,2.35,.06,.18,.8100000000000001,1.59,.01,.19
2008m1,1.02,2.34,.03,.23,.76,1.42,.03,.17
2008m2,.98,2.27,.05,.16,.71,1.36,.02,.08
2008m3,.99,2.18,.09,.2,.66,1.5,.03,.17
2008m4,1.16,1.96,.16,.03,.78,1.29,.12,-.06
2008m5,1.23,2.04,.11,.33,.8200000000000001,1.32,.08,.11
2008m6,1.22,2.57,.07,.67,.8100000000000001,1.4,.06,.17
2008m7,1.13,2.98,.04,.43,.75,1.48,.05,.14
2008m8,.86,3.12,-.17,.09,.72,1.49,.06,.07
2008m9,.63,3.04,-.01,.1,.61,1.43,0,.1
2008m10,.43,2.26,-.08,-.58,.41,1.23,-.09,-.05
2008m11,.26,.7000000000000001,-.07,-1.11,.27,1.12,-.1,.05
2008m12,-.31,.47,-.51,-.05,.26,.88,0,-.05
2009m1,-.27,.19,.08,-.05,.31,.61,.08,-.1
2009m2,-.16,.07,.15,.03,.33,.5700000000000001,.05,.04
2009m3,-.47,-.02,-.22,.12,.19,.59,-.12,.19
2009m4,-.58,.06,.05,.1,.13,.8200000000000001,.06,.17
2009m5,-.6900000000000001,-.16,0,.11,.1,.75,.05,.03
2009m6,-.71,-.28,.05,.55,.08,.67,.04,.09
2009m7,-.73,-.71,.02,-.01,.11,.55,.07,.02
2009m8,-.49,-.59,.07,.22,.13,.55,.08,.07
2009m9,-.37,-.62,.11,.06,.22,.54,.09,.09
2009m10,-.12,.17,.17,.22,.47,.8,.16,.21
2009m11,.11,1.39,.17,.09,.61,.79,.05,.04
2009m12,.68,1.45,.05,.01,.65,.89,.04,.05
2010m1,.75,1.57,.15,.07,.67,1.04,.1,.05
2010m2,.67,1.47,.06,-.06,.68,1.04,.06,.03
2010m3,.92,1.46,.03,.11,.84,.9500000000000001,.04,.11
2010m4,.9500000000000001,1.35,.07,-.02,.85,.76,.08,-.02
2010m5,.9500000000000001,1.27,0,.03,.8,.84,0,.12
2010m6,.85,.73,-.05,.01,.78,.78,.02,.03
2010m7,.92,.73,.09,-.01,.73,.75,.02,-.01
2010m8,.91,.59,.06,.08,.71,.71,.06,.03
2010m9,.87,.5600000000000001,.06,.04,.63,.67,.01,.05
2010m10,.92,.45,.22,.11,.52,.5700000000000001,.05,.1
2010m11,.96,.36,.21,0,.59,.54,.12,.01
2010m12,.97,.51,.07,.16,.59,.47,.04,-.02
2011m1,1.01,.55,.19,.11,.6,.52,.11,.1
2011m2,1.06,.78,.11,.17,.6,.61,.06,.12
2011m3,1.29,.8200000000000001,.26,.14,.65,.5700000000000001,.09,.06
2011m4,1.27,1.21,.05,.37,.63,.76,.06,.17
2011m5,1.36,1.39,.09,.22,.75,.78,.11,.13
2011m6,1.48,1.3,.07,-.09,.8200000000000001,.77,.09,.02
2011m7,1.5,1.37,.11,.07,.87,.86,.07,.08
2011m8,1.49,1.47,.05,.18,.8200000000000001,1.02,.01,.19
2011m9,1.45,1.56,.02,.12,.8300000000000001,1.02,.02,.05
2011m10,1.26,1.43,.03,-.03,.8200000000000001,.93,.04,.01
2011m11,1.17,1.53,.11,.1,.8,1.03,.1,.11
2011m12,1.17,1.36,.07,-.01,.86,1.12,.1,.07
2012m1,1.23,1.34,.25,.09,.9400000000000001,1.12,.2,.1
2012m2,1.31,1.2,.2,.03,.99,1.04,.1,.04
2012m3,1.17,1.13,.12,.08,.99,1.06,.09,.09
2012m4,1.12,.88,.01,.13,.92,1.05,0,.15
2012m5,1.07,.52,.04,-.15,.87,.96,.06,.05
2012m6,.93,.63,-.07,.02,.85,.97,.07,.03
2012m7,.76,.66,-.06,.1,.76,1.02,-.02,.12
2012m8,1.01,.51,.29,.04,.79,.86,.03,.03
2012m9,1.07,.62,.08,.23,.85,.85,.09,.04
2012m10,1.09,.89,.05,.25,.86,1.03,.05,.19
2012m11,.86,.85,-.12,.06,.8200000000000001,.97,.06,.05
2012m12,.7000000000000001,.9400000000000001,-.09,.07,.73,.96,.01,.06
2013m1,.52,.96,.08,.12,.62,.98,.09,.12
2013m2,.65,.97,.32,.04,.6,.97,.08,.03
2013m3,.55,.74,.03,-.15,.54,.9500000000000001,.03,.07
2013m4,.33,.72,-.21,.11,.49,.89,-.05,.1
2013m5,.35,.9,.05,.02,.47,.92,.04,.07
2013m6,.47,1.04,.06,.17,.46,1,.06,.12
2013m7,.5600000000000001,1.05,.02,.11,.48,1,.01,.12
2013m8,.37,1.06,.1,.05,.51,1.03,.06,.06
2013m9,.33,.8300000000000001,.04,0,.46,1.07,.04,.08
2013m10,.37,.63,.09,.04,.51,.9500000000000001,.1,.07
2013m11,.52,.6900000000000001,.03,.12,.48,1.03,.03,.13
2013m12,.67,.74,.06,.12,.53,1.02,.06,.05
2014m1,.71,.71,.12,.09,.47,.99,.02,.09
2014m2,.41,.71,.02,.03,.43,.96,.05,.01
2014m3,.41,1,.03,.14,.43,1.03,.02,.13
2014m4,.72,.96,.1,.08,.5600000000000001,1.02,.08,.09
2014m5,.73,1.04,.06,.1,.54,1.08,.03,.14
2014m6,.73,.93,.06,.06,.54,1.03,.05,.06
2014m7,.8100000000000001,.87,.1,.05,.64,.98,.11,.07
2014m8,.74,.78,.03,-.04,.7000000000000001,.85,.11,-.07
2014m9,.77,.74,.07,-.04,.75,.8100000000000001,.09,.05
2014m10,.74,.61,.06,-.09,.74,.74,.09,0
2014m11,.73,.38,.03,-.12,.73,.67,.03,.06
2014m12,.75,.01,.08,-.25,.76,.61,.09,-.01
2015m1,.66,-.58,.03,-.5,.77,.45,.03,-.06
2015m2,.78,-.58,.14,.04,.79,.5,.07,.05
2015m3,.8300000000000001,-.6,.08,.11,.88,.41,.11,.04
2015m4,.75,-.62,.02,.06,.88,.42,.08,.11
2015m5,.9,-.6900000000000001,.21,.03,.91,.34,.07,.05
2015m6,.93,-.63,.08,.11,.9400000000000001,.32,.08,.04
2015m7,.86,-.61,.03,.06,.87,.31,.04,.06
2015m8,.85,-.59,.02,-.02,.79,.43,.04,.05
2015m9,.85,-.76,.07,-.21,.79,.45,.08,.06
2015m10,.8,-.68,.01,-.01,.72,.46,.02,.01
2015m11,.8,-.53,.03,.04,.73,.47,.04,.07
2015m12,.67,-.3,-.06,-.02,.71,.49,.06,0
2016m1,.7000000000000001,.18,.07,-.02,.75,.66,.07,.11
2016m2,.64,.01,.08,-.13,.77,.7000000000000001,.09,.09
2016m3,.72,-.02,.16,.08,.72,.74,.06,.09
2016m4,.86,.08,.16,.17,.7000000000000001,.8300000000000001,.06,.19
2016m5,.76,.1,.11,.05,.76,.8200000000000001,.13,.05
2016m6,.74,.12,.05,.13,.73,.8300000000000001,.06,.05
2016m7,.73,.05,.02,0,.73,.88,.03,.12
2016m8,.75,.16,.05,.09,.74,.97,.05,.13
2016m9,.76,.48,.08,.11,.6900000000000001,1.01,.02,.11
2016m10,.8200000000000001,.63,.07,.14,.75,1.05,.08,.05
2016m11,.8100000000000001,.61,.01,.02,.75,.99,.04,.01
2016m12,1,.68,.12,.05,.75,1.04,.07,.05
2017m1,1.03,1,.1,.29,.78,1.09,.1,.17
2017m2,.99,1.22,.05,.09,.74,1.14,.04,.14
2017m3,.84,1.09,0,-.05,.72,.98,.04,-.08
2017m4,.6900000000000001,1.1,.01,.18,.68,.98,.02,.19
2017m5,.45,1.14,-.13,.09,.54,1.03,-.01,.09
2017m6,.5,.99,.1,-.02,.61,.99,.12,.01
2017m7,.45,1.06,-.03,.07,.54,.99,-.03,.11
2017m8,.47,1.13,.07,.16,.5600000000000001,.89,.07,.04
2017m9,.46,1.32,.07,.31,.61,.8300000000000001,.07,.05
2017m10,.4,1.31,.01,.12,.54,1.02,.01,.24
2017m11,.46,1.36,.08,.07,.59,.98,.08,-.03
2017m12,.43,1.36,.1,.05,.61,.99,.09,.06
2018m1,.49,1.29,.16,.22,.67,.99,.16,.16
2018m2,.54,1.32,.1,.12,.76,.91,.14,.06
2018m3,.5600000000000001,1.46,.02,.09,.74,1.19,.02,.2
2018m4,.65,1.41,.11,.14,.76,1.14,.04,.14
2018m5,.91,1.37,.14,.04,.89,1.1,.11,.06
2018m6,.87,1.41,.06,.03,.8300000000000001,1.12,.07,.02
2018m7,.9400000000000001,1.41,.03,.07,.91,1.1,.04,.09
2018m8,.9,1.29,.04,.04,.87,1.04,.04,-.02
2018m9,.9,1.13,.07,.14,.8300000000000001,1.14,.03,.16
2018m10,.93,1.13,.05,.13,.85,1.03,.03,.13
2018m11,.78,1.17,-.08,.11,.8200000000000001,1.19,.06,.13
2018m12,.66,1.22,-.02,.1,.68,1.36,-.05,.22
2019m1,.5600000000000001,.89,.06,-.11,.59,1.25,.07,.06
2019m2,.58,.8300000000000001,.12,.06,.5,1.25,.04,.06
2019m3,.7000000000000001,.8300000000000001,.14,.09,.6,1.02,.13,-.04
2019m4,.85,.73,.26,.03,.6900000000000001,.96,.13,.08
2019m5,.6900000000000001,.79,-.02,.1,.5700000000000001,1,0,.11
2019m6,.63,.8100000000000001,0,.05,.62,1.05,.12,.07
2019m7,.64,.8300000000000001,.05,.09,.62,1.03,.04,.08
2019m8,.65,.8,.04,.01,.64,1.12,.05,.07
2019m9,.64,.68,.05,.01,.68,.97,.08,0
2019m10,.63,.7000000000000001,.04,.15,.71,.9400000000000001,.05,.11
2019m11,.77,.62,.07,.04,.71,.8100000000000001,.06,0
2019m12,.96,.64,.16,.11,.86,.71,.11,.12
2020m1,.9500000000000001,.88,.05,.13,.87,.76,.08,.11
2020m2,.76,.97,-.07,.16,.88,.86,.04,.16
2020m3,.21,.96,-.41,.08,.53,.99,-.21,.09
2020m4,-.75,1.2,-.71,.26,-.05,1,-.45,.09
2020m5,-.78,1.28,-.05,.18,-.06,1.02,-.02,.13
2020m6,-.72,1.49,.06,.26,-.1,1.04,.07,.09
2020m7,-.62,1.56,.15,.16,.02,1.16,.17,.19
2020m8,-.6,1.78,.06,.23,.04,1.32,.07,.23
2020m9,-.5700000000000001,1.87,.08,.11,.04,1.41,.08,.09
2020m10,-.61,1.82,.01,.09,-.01,1.41,0,.1
2020m11,-.6,1.82,.07,.04,0,1.44,.07,.04
2020m12,-.38,1.74,.39,.04,.14,1.36,.25,.03
2021m1,-.15,1.76,.28,.15,.28,1.41,.22,.16
2021m2,.15,1.72,.23,.11,.34,1.36,.11,.11
2021m3,.88,1.85,.32,.21,.91,1.34,.35,.07
2021m4,1.84,1.88,.25,.3,1.64,1.58,.28,.32
2021m5,2.22,1.91,.33,.21,2,1.64,.33,.19
2021m6,2.35,2.01,.2,.36,2.06,1.9,.13,.35
2021m7,2.41,2.11,.2,.26,2.11,1.91,.23,.2
2021m8,2.47,2.15,.12,.27,2.13,1.92,.09,.24
2021m9,2.46,2.31,.07,.27,2.11,1.99,.05,.17
2021m10,2.92,2.44,.46,.22,2.49,2.02,.38,.13
2021m11,3.27,2.65,.42,.25,2.75,2.19,.33,.21
2021m12,3.14,2.99,.26,.37,2.77,2.49,.27,.33
2022m1,2.94,3.32,.08,.47,2.59,2.8,.04,.47
2022m2,2.96,3.56,.25,.35,2.65,2.97,.16,.28
2022m3,3.19,3.69,.5600000000000001,.34,2.5,3.11,.2,.2
2022m4,3.11,3.54,.16,.15,2.45,2.9,.23,.12
2022m5,3.19,3.55,.41,.23,2.29,2.89,.17,.19
2022m6,3.33,3.84,.33,.65,2.54,2.75,.38,.22
2022m7,3.07,3.63,-.06,.06,2.5,2.6,.19,.04
2022m8,3.17,3.43,.22,.07,2.6,2.73,.19,.38
2022m9,3.14,3.48,.04,.31,2.68,2.88,.14,.31
2022m10,3.04,3.38,.36,.11,2.58,2.83,.28,.08
2022m11,2.77,3.23,.16,.11,2.44,2.72,.19,.1
2022m12,2.45,3.05,-.06,.2,2.29,2.64,.11,.24
2023m1,2.65,2.85,.27,.28,2.45,2.45,.19,.28
2023m2,2.5,2.69,.1,.2,2.44,2.38,.15,.21
2023m3,1.89,2.55,-.05,.2,2.3,2.43,.07,.26
2023m4,1.98,2.5,.25,.1,2.31,2.42,.25,.11
2023m5,1.68,2.33,.11,.06,2.27,2.41,.13,.17
2023m6,1.56,1.73,.22,.05,2.11,2.23,.22,.04
2023m7,1.7,1.71,.09,.03,2.02,2.23,.1,.04
2023m8,1.69,1.74,.2,.1,1.86,1.94,.03,.08
2023m9,1.84,1.6,.19,.18,1.86,1.8,.13,.18
2023m10,1.49,1.53,.02,.04,1.71,1.74,.14,.02
2023m11,1.38,1.39,.05,-.03,1.58,1.69,.07,.05
2023m12,1.49,1.29,.05,.09,1.56,1.55,.09,.1
2024m1,1.32,1.38,.11,.37,1.5,1.65,.14,.39
2024m2,1.3,1.4,.09,.22,1.43,1.63,.08,.19
2024m3,1.63,1.29,.28,.08,1.65,1.48,.29,.11
2024m4,1.51,1.31,.13,.12,1.5,1.51,.1,.15
2024m5,1.51,1.16,.1,-.09,1.49,1.29,.12,-.05
2024m6,1.35,1.22,.06,.1,1.4,1.37,.13,.11
2024m7,1.34,1.27,.08,.08,1.4,1.41,.1,.09
2024m8,1.2,1.23,.06,.07,1.45,1.44,.07,.11
2024m9,1.26,1.01,.26,-.04,1.58,1.27,.26,.01
2024m10,1.37,1.11,.12,.15,1.59,1.41,.15,.15
2024m11,1.39,1.2,.06,.05,1.59,1.39,.07,.03
2024m12,1.63,1.1,.28,-.01,1.71,1.28,.2,-.01
2025m1,1.59,1.02,.07,.29,1.64,1.15,.06,.26
2025m2,1.72,.99,.22,.19,1.79,1.17,.23,.22
2025m3,1.39,.98,-.06,.08,1.57,1.1,.07,.03
2025m4,1.35,.9400000000000001,.09,.08,1.56,1.06,.08,.11
2025m5,1.27,1.19,.02,.16,1.52,1.26,.08,.15
2025m6,1.43,1.16,.22,.07,1.59,1.22,.2,.07
2025m7,1.43,1.17,.09,.09,1.63,1.23,.14,.11
2025m8,1.56,1.19,.19,.08,1.7,1.22,.14,.09
2025m9,1.44,1.35,.14,.12,1.52,1.31,.09,.1
2025m10,1.46,1.25,.14,.05,1.55,1.21,.18,.05
2025m11,1.49,1.32,.1,.12,1.54,1.29,.06,.12
2025m12,1.3,1.58,.09,.24,1.42,1.55,.08,.25
2026m1,1.39,1.46,.16,.17,1.54,1.54,.18,.25
2026m2,1.33,1.53,.15,.25,1.44,1.59,.14,.26
2026m3,1.97,1.55,.58,.09,1.61,1.62,.24,.06
2026m4,1.99,1.76,.11,.29,1.62,1.66,.09,.15
